Timestamp,Veuillez sélectionner le cas qui vous est pertinent :,Current_Bank,Region,Account_Package_Type,Satisfaction_Package_Variety,Package_Fit_Needs,Consider_Changing_Package,Online_Banking_Frequency,Online_Platform_Usability,Online_Banking_Issues,Customer_Service_Quality,Issue_Resolution_Speed,Customer_Service_Competence,Mobile_App_Satisfaction,Security_Measures_Rating,Loan_Credit_Service_Satisfaction,Branch_Visit_Frequency,Branch_Visit_Reason,Branch_Location_Convenience,Savings_Interest_Rate_Satisfaction,Fees_Charges_Satisfaction,Bank_Communication_Effectiveness,Service_Access_Rating,Primary_Information_Source,Reputation_Importance,Current_Banking_Management,Suggested_Improvements,Retention_Strategy,Overall_Experience_Satisfaction,Net_Promoter_Score
8/15/2024 19:44:22,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Hebdomadaire,Très conviviale,"Oui, de temps en temps",Mauvais,En une semaine,Compétents et utiles,Satisfait,Excellentes,Bon,Rarement,Résoudre des problèmes ou des litiges,Neutres,Satisfait,Neutre,Neutre,Bon,Avis en ligne,Très importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,7
8/15/2024 21:14:59,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Neutre,Adéquatement,Pas sûr,Rarement,Conviviale,Rarement,Neutre,En un jour,Compétents et utiles,Satisfait,Bonnes,Neutre,Rarement,Ouvrir ou fermer un compte,Pratiques,Neutre,Neutre,Neutre,Bon,Amis ou famille,Importante,Application mobile,Améliorer les fonctionnalités du compte,Meilleur service client,Neutre,7
8/16/2024 1:05:03,Je ne suis pas intéressé(e) par une autre banque,barid bank,Tanger-Tetouan-Al Hoceima,Jeune,Satisfait,Adéquatement,"Non, je suis satisfait du pack actuel",Mensuelle,Neutre,Jamais,Bon,En un jour,Compétents et utiles,Très satisfait,Excellentes,Neutre,Mensuelle,Résoudre des problèmes ou des litiges,Inconvenients,Neutre,Neutre,Neutre,Bon,Avis en ligne,Importante,Banque en ligne,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,7
8/16/2024 13:42:44,Je ne suis pas intéressé(e) par une autre banque,BMCE Bank of Africa,Casablanca-Settat,Jeune,Satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Très conviviale,Rarement,Excellent,En un jour,Compétents et utiles,Très satisfait,Bonnes,Bon,Rarement,Services ou conseils financiers personnalisés,Pratiques,Neutre,Neutre,Efficace,Bon,Avis en ligne,Très importante,Application mobile,Réduire les frais,Frais plus bas,Satisfait,9
8/17/2024 11:30:51,Je ne suis pas intéressé(e) par une autre banque,BMCE Bank of Africa,Rabat-Salé-Kenitra,Jeune,Neutre,Adéquatement,"Oui, en raison de frais inférieurs dans un autre pack",Mensuelle,Neutre,"Oui, de temps en temps",Neutre,En une semaine,Neutre,Neutre,Neutres,Neutre,Mensuelle,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Neutre,Neutre,Neutre,Amis ou famille,Neutre,Application mobile,Réduire les frais,Plus de fonctionnalités en ligne,Neutre,7
8/17/2024 12:59:41,Je ne suis pas intéressé(e) par une autre banque,LCL,Île-de-France,Silver,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Hebdomadaire,Neutre,Rarement,Bon,Immédiatement,Compétents et utiles,Satisfait,Excellentes,Neutre,Jamais,Ouvrir ou fermer un compte,Neutres,Neutre,Neutre,Neutre,Neutre,Avis en ligne,Importante,Banque en ligne,Réduire les frais,Frais plus bas,Satisfait,9
8/17/2024 18:19:09,Je ne suis pas intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Jeune,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Hebdomadaire,Conviviale,"Oui, de temps en temps",Neutre,En une semaine,Neutre,Satisfait,Neutres,Neutre,Mensuelle,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Satisfait,Neutre,Bon,Amis ou famille,Très importante,Banque en ligne,Améliorer le service client,Plus de fonctionnalités en ligne,Satisfait,6
8/17/2024 18:32:41,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,"Oui, de temps en temps",Bon,En une semaine,Compétents et utiles,Satisfait,Bonnes,Neutre,Rarement,Résoudre des problèmes ou des litiges,Pratiques,Neutre,Neutre,Efficace,Bon,Amis ou famille,Très importante,Application mobile,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,7
8/20/2024 20:20:19,Je ne suis pas intéressé(e) par une autre banque,CIH,Fes-Meknes,Jeune,Neutre,Adéquatement,"Non, je suis satisfait du pack actuel",Hebdomadaire,Conviviale,"Oui, de temps en temps",Mauvais,En une semaine,Neutre,Satisfait,Bonnes,Neutre,Hebdomadaire,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Neutre,Neutre,Neutre,Avis en ligne,Très importante,Application mobile,Améliorer le service client,Meilleur service client,Neutre,10
8/22/2024 17:39:56,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Platinium,Très satisfait,Parfaitement,"Oui, en raison de frais inférieurs dans un autre pack",Quotidienne,Très conviviale,Rarement,Excellent,Immédiatement,Très compétents et utiles,Très satisfait,Excellentes,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Très pratiques,Neutre,Satisfait,Neutre,Bon,Amis ou famille,Très importante,Application mobile,Améliorer le service client,Plus d'options de compte,Très satisfait,10
8/22/2024 23:28:04,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,l'banka lik,Satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Hebdomadaire,Très conviviale,Rarement,Bon,Immédiatement,Très compétents et utiles,Très satisfait,Excellentes,Neutre,Mensuelle,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Satisfait,Efficace,Bon,Amis ou famille,Importante,Application mobile,Améliorer les fonctionnalités du compte,Plus d'options de compte,Satisfait,10
8/29/2024 14:34:01,Je ne suis pas intéressé(e) par une autre banque,Banque Populaire,Oriental,Jeune,Satisfait,Parfaitement,"Oui, en raison de meilleurs avantages dans un autre pack",Quotidienne,Très conviviale,"Oui, de temps en temps",Bon,En un jour,Neutre,Satisfait,Bonnes,Neutre,Rarement,Résoudre des problèmes ou des litiges,Pratiques,Neutre,Insatisfait,Neutre,Neutre,Amis ou famille,Très importante,Banque en ligne,Améliorer le service client,Meilleur service client,Satisfait,8
9/2/2024 15:33:14,Je ne suis pas intéressé(e) par une autre banque,Banque Populaire,Tanger-Tetouan-Al Hoceima,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Quotidienne,Neutre,Rarement,Bon,En une semaine,Neutre,Satisfait,Neutres,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Satisfait,Très efficace,Neutre,Amis ou famille,Neutre,Application mobile,Offrir de meilleurs taux d'intérêt,Plus de fonctionnalités en ligne,Neutre,7
9/2/2024 17:16:57,Je ne suis pas intéressé(e) par une autre banque,CFG Bank,Casablanca-Settat,Platinium,Très satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Très conviviale,Jamais,Excellent,Immédiatement,Très compétents et utiles,Très satisfait,Excellentes,Excellent,Rarement,Transactions en espèces (dépôts/retraits),Très pratiques,Très satisfait,Très satisfait,Très efficace,Excellent,Avis en ligne,Très importante,Banque par téléphone,Offrir de meilleurs taux d'intérêt,Meilleur service client,Très satisfait,10
9/2/2024 17:28:24,Je ne suis pas intéressé(e) par une autre banque,BMCE Bank of Africa,Marrakech-Safi-Essaouira,Jeune,Neutre,Très bien,"Oui, en raison de frais inférieurs dans un autre pack",Mensuelle,Neutre,"Oui, de temps en temps",Neutre,Plus d'une semaine,Compétents et utiles,Satisfait,Neutres,Neutre,Hebdomadaire,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Neutre,Neutre,Neutre,Avis en ligne,Neutre,Application mobile,Améliorer le service client,Meilleur service client,Neutre,7
9/2/2024 17:42:50,Je ne suis pas intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Jeune,Très satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Hebdomadaire,Conviviale,Jamais,Excellent,Immédiatement,Très compétents et utiles,Très satisfait,Excellentes,Excellent,Rarement,Demande de prêts ou crédits,Très pratiques,Satisfait,Satisfait,Efficace,Bon,Amis ou famille,Peu importante,Application mobile,Améliorer les fonctionnalités du compte,Plus d'options de compte,Très satisfait,8
9/2/2024 17:43:01,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Hebdomadaire,Conviviale,"Oui, de temps en temps",Bon,En un jour,Neutre,Satisfait,Neutres,Neutre,Hebdomadaire,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Neutre,Neutre,Bon,Amis ou famille,Très importante,Application mobile,Améliorer les fonctionnalités du compte,Meilleur service client,Satisfait,8
9/2/2024 17:45:51,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Très satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,Rarement,Bon,En une semaine,Compétents et utiles,Très satisfait,Excellentes,Neutre,Rarement,Résoudre des problèmes ou des litiges,Pratiques,Satisfait,Très satisfait,Efficace,Excellent,Avis en ligne,Très importante,Banque en ligne,Offrir de meilleurs taux d'intérêt,Plus de fonctionnalités en ligne,Satisfait,9
9/2/2024 17:53:19,Je ne suis pas intéressé(e) par une autre banque,CIH,Tanger-Tetouan-Al Hoceima,Jeune,Neutre,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Neutre,"Oui, souvent",Bon,En une semaine,Neutre,Neutre,Neutres,Neutre,Rarement,Résoudre des problèmes ou des litiges,Neutres,Neutre,Neutre,Neutre,Neutre,Publicité de la banque,Neutre,Application mobile,Réduire les frais,Frais plus bas,Neutre,6
9/2/2024 18:00:09,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Fes-Meknes,Jeune,Neutre,Adéquatement,"Non, je suis satisfait du pack actuel",Mensuelle,Conviviale,Rarement,Mauvais,En une semaine,Neutre,Satisfait,Neutres,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Neutre,Neutre,Neutre,Amis ou famille,Importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,7
9/2/2024 18:05:08,Je ne suis pas intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Gold,Satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,"Oui, de temps en temps",Bon,En un jour,Compétents et utiles,Satisfait,Bonnes,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Pratiques,Satisfait,Satisfait,Efficace,Bon,Amis ou famille,Très importante,Application mobile,Améliorer les fonctionnalités du compte,Frais plus bas,Satisfait,8
9/2/2024 18:07:10,Je ne suis pas intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Code 30,Insatisfait,Adéquatement,"Non, je suis satisfait du pack actuel",Hebdomadaire,Très conviviale,"Oui, de temps en temps",Bon,En une semaine,Compétents et utiles,Satisfait,Mauvaises,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Inconvenients,Neutre,Neutre,Inefficace,Excellent,Amis ou famille,Neutre,Application mobile,Améliorer les fonctionnalités du compte,Plus d'options de compte,Satisfait,9
9/2/2024 18:07:43,Je ne suis pas intéressé(e) par une autre banque,CIH,Tanger-Tetouan-Al Hoceima,Jeune,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Mensuelle,Conviviale,Rarement,Neutre,En une semaine,Neutre,Satisfait,Neutres,Neutre,Mensuelle,Transactions en espèces (dépôts/retraits),Inconvenients,Neutre,Insatisfait,Efficace,Neutre,Amis ou famille,Très importante,Application mobile,Améliorer le service client,Meilleur service client,Neutre,7
9/2/2024 18:11:14,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Jeune,Satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,Rarement,Excellent,Immédiatement,Compétents et utiles,Très satisfait,Excellentes,Neutre,Trimestrielle,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Très satisfait,Très efficace,Excellent,Amis ou famille,Très importante,Application mobile,Améliorer les fonctionnalités du compte,Plus de fonctionnalités en ligne,Satisfait,9
9/2/2024 18:21:49,Je ne suis pas intéressé(e) par une autre banque,Banque Populaire,Rabat-Salé-Kenitra,Jeune,Neutre,Adéquatement,"Non, je suis satisfait du pack actuel",Rarement,Neutre,"Oui, de temps en temps",Neutre,Plus d'une semaine,Neutre,Neutre,Bonnes,Neutre,Rarement,Ouvrir ou fermer un compte,Neutres,Insatisfait,Neutre,Neutre,Neutre,Avis en ligne,Neutre,En personne à une agence,Améliorer le service client,Meilleur service client,Neutre,6
9/2/2024 18:24:08,Je ne suis pas intéressé(e) par une autre banque,CIH,Fes-Meknes,Jeune,Très satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Hebdomadaire,Conviviale,Rarement,Bon,Immédiatement,Compétents et utiles,Neutre,Bonnes,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Très satisfait,Efficace,Bon,Conseillers financiers,Très importante,Application mobile,Améliorer le service client,Plus de fonctionnalités en ligne,Très satisfait,10
9/2/2024 18:34:05,Je ne suis pas intéressé(e) par une autre banque,CIH,Rabat-Salé-Kenitra,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Mensuelle,Neutre,Rarement,Bon,En une semaine,Neutre,Neutre,Neutres,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Neutre,Efficace,Bon,Amis ou famille,Importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,8
9/2/2024 18:37:10,Je ne suis pas intéressé(e) par une autre banque,CIH,Marrakech-Safi-Essaouira,Jeune,Satisfait,Adéquatement,"Oui, en raison de frais inférieurs dans un autre pack",Quotidienne,Conviviale,"Oui, de temps en temps",Neutre,Immédiatement,Neutre,Très satisfait,Bonnes,Bon,Mensuelle,Transactions en espèces (dépôts/retraits),Pratiques,Neutre,Satisfait,Très efficace,Excellent,Amis ou famille,Importante,Banque en ligne,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,6
9/2/2024 18:47:08,Je ne suis pas intéressé(e) par une autre banque,CIH,Marrakech-Safi-Essaouira,code 30,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Mensuelle,Très conviviale,Rarement,Bon,Jamais résolu,Peu compétents ou utiles,Très satisfait,Bonnes,Neutre,Rarement,Ouvrir ou fermer un compte,Pratiques,Neutre,Satisfait,Efficace,Bon,Amis ou famille,Importante,Application mobile,Améliorer les fonctionnalités du compte,Plus de fonctionnalités en ligne,Satisfait,10
9/2/2024 18:59:19,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Mensuelle,Conviviale,Rarement,Bon,Immédiatement,Très compétents et utiles,Très satisfait,Bonnes,Bon,Rarement,Ouvrir ou fermer un compte,Très pratiques,Satisfait,Très satisfait,Efficace,Excellent,Avis en ligne,Très importante,Application mobile,Améliorer le service client,Plus de fonctionnalités en ligne,Très satisfait,9
9/2/2024 19:28:14,Je ne suis pas intéressé(e) par une autre banque,BMCE Bank of Africa,Fes-Meknes,Jeune,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Rarement,Conviviale,Rarement,Bon,En un jour,Neutre,Satisfait,Neutres,Neutre,Trimestrielle,Résoudre des problèmes ou des litiges,Neutres,Neutre,Satisfait,Inefficace,Neutre,Amis ou famille,Très importante,En personne à une agence,Améliorer le service client,Meilleur service client,Satisfait,6
9/2/2024 19:36:55,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Neutre,Très bien,"Non, je suis satisfait du pack actuel",Hebdomadaire,Très conviviale,Rarement,Mauvais,Plus d'une semaine,Neutre,Satisfait,Mauvaises,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Neutre,Neutre,Bon,Avis en ligne,Importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,6
9/2/2024 20:38:48,Je ne suis pas intéressé(e) par une autre banque,BMCE Bank of Africa,Casablanca-Settat,Gold,Très satisfait,Parfaitement,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,Rarement,Bon,En un jour,Neutre,Satisfait,Excellentes,Bon,Rarement,Services ou conseils financiers personnalisés,Neutres,Satisfait,Très satisfait,Efficace,Bon,Publicité de la banque,Très importante,Banque en ligne,Améliorer les fonctionnalités du compte,Plus de fonctionnalités en ligne,Satisfait,9
9/2/2024 20:46:45,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,CODE 30,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Rarement,Très conviviale,Rarement,Bon,Immédiatement,Compétents et utiles,Insatisfait,Bonnes,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Très pratiques,Neutre,Satisfait,Efficace,Bon,Avis en ligne,Peu importante,Application mobile,Améliorer les fonctionnalités du compte,Résolution des problèmes liés à l'application mobile et au site web,Satisfait,8
9/2/2024 20:59:55,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Souss-Massa,Jeune,Satisfait,Très bien,"Oui, en raison de frais inférieurs dans un autre pack",Hebdomadaire,Conviviale,"Oui, de temps en temps",Neutre,En une semaine,Neutre,Neutre,Bonnes,Bon,Mensuelle,Transactions en espèces (dépôts/retraits),Pratiques,Satisfait,Satisfait,Efficace,Bon,Amis ou famille,Importante,Banque en ligne,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,3
9/2/2024 22:40:45,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Neutre,Adéquatement,Pas sûr,Quotidienne,Conviviale,Jamais,Mauvais,En une semaine,Neutre,Satisfait,Bonnes,Neutre,Trimestrielle,Résoudre des problèmes ou des litiges,Neutres,Neutre,Satisfait,Neutre,Neutre,Publicité de la banque,Importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,7
9/3/2024 9:21:57,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Jeune,Très satisfait,Parfaitement,Pas sûr,Quotidienne,Très conviviale,Rarement,Excellent,En une semaine,Très compétents et utiles,Très satisfait,Excellentes,Excellent,Rarement,Transactions en espèces (dépôts/retraits),Pratiques,Satisfait,Neutre,Efficace,Excellent,Amis ou famille,Très importante,Banque en ligne,Réduire les frais,Meilleur service client,Très satisfait,9
9/3/2024 9:26:19,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,Rarement,Bon,En un jour,Compétents et utiles,Satisfait,Bonnes,Bon,Trimestrielle,Résoudre des problèmes ou des litiges,Pratiques,Neutre,Neutre,Efficace,Bon,Amis ou famille,Importante,Banque en ligne,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,8
9/3/2024 9:26:56,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Hebdomadaire,Conviviale,"Oui, de temps en temps",Bon,En un jour,Neutre,Satisfait,Neutres,Neutre,Rarement,Transactions en espèces (dépôts/retraits),Inconvenients,Insatisfait,Neutre,Neutre,Bon,Avis en ligne,Importante,Application mobile,Réduire les frais,Frais plus bas,Satisfait,7
9/3/2024 10:53:18,Je ne suis pas intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Jeune,Insatisfait,Mal,"Oui, en raison de meilleurs avantages dans un autre pack",Mensuelle,Conviviale,"Oui, souvent",Bon,Jamais résolu,Peu compétents ou utiles,Satisfait,Bonnes,Mauvais,Rarement,Résoudre des problèmes ou des litiges,Pratiques,Neutre,Satisfait,Neutre,Mauvais,Amis ou famille,Très importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,7
9/3/2024 15:47:08,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Jeune,Satisfait,Très bien,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,Rarement,Bon,Plus d'une semaine,Compétents et utiles,Satisfait,Excellentes,Neutre,Rarement,"Deposé un cheque , demande de justif d'une transaction caché ",Pratiques,Neutre,Satisfait,Efficace,Bon,Amis ou famille,Très importante,Application mobile,Améliorer les fonctionnalités du compte,Plus de fonctionnalités en ligne,Satisfait,9
9/4/2024 13:56:03,Je ne suis pas intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Gold,Satisfait,Adéquatement,"Non, je suis satisfait du pack actuel",Mensuelle,Conviviale,Rarement,Bon,En un jour,Compétents et utiles,Satisfait,Bonnes,Bon,Rarement,Transactions en espèces (dépôts/retraits),Neutres,Neutre,Satisfait,Neutre,Bon,Amis ou famille,Importante,Application mobile,Améliorer le service client,Meilleur service client,Satisfait,7
9/5/2024 14:45:21,Je ne suis pas intéressé(e) par une autre banque,Crédit Agricole,Marrakech-Safi-Essaouira,Etudiant,Satisfait,Adéquatement,Pas sûr,Quotidienne,Conviviale,Rarement,Bon,Plus d'une semaine,Peu compétents ou utiles,Satisfait,Bonnes,Neutre,Rarement,Demande de chéquier,Pratiques,Neutre,Neutre,Inefficace,Bon,Conseillers financiers,Peu importante,Banque par téléphone,Réduire les frais,Plus d'options de compte,Satisfait,6
9/5/2024 17:07:02,Je ne suis pas intéressé(e) par une autre banque,CIH,Casablanca-Settat,Silver,Satisfait,Très bien,"Oui, en raison de meilleurs avantages dans un autre pack",Quotidienne,Conviviale,"Oui, de temps en temps",Bon,En une semaine,Compétents et utiles,Satisfait,Bonnes,Bon,Trimestrielle,Transactions en espèces (dépôts/retraits),Pratiques,Satisfait,Satisfait,Efficace,Bon,Amis ou famille,Importante,Banque en ligne,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,6
9/6/2024 23:57:14,Je ne suis pas intéressé(e) par une autre banque,CIH,Oriental,Jeune,Neutre,Adéquatement,Pas sûr,Hebdomadaire,Neutre,"Oui, de temps en temps",Mauvais,Plus d'une semaine,Neutre,Neutre,Mauvaises,Neutre,Rarement,Résoudre des problèmes ou des litiges,Très pratiques,Neutre,Neutre,Efficace,Bon,Amis ou famille,Très importante,Banque en ligne,Améliorer le service client,Plus de fonctionnalités en ligne,Neutre,5
9/12/2024 20:14:30,Je ne suis pas intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Jeune,Satisfait,Adéquatement,"Non, je suis satisfait du pack actuel",Quotidienne,Conviviale,"Oui, de temps en temps",Bon,Immédiatement,Très compétents et utiles,Neutre,Excellentes,Neutre,Rarement,Demande de chéquier,Pratiques,Neutre,Satisfait,Neutre,Bon,Amis ou famille,Très importante,Application mobile,Réduire les frais,Plus de fonctionnalités en ligne,Satisfait,7