Timestamp,Selection,Current_Bank,Region,Bank_Choice_Criterion,Fee_Influence,Account_Interest,Branch_Location_Importance,Family_Influence,Account_Benefits,Online_Banking_Importance,Online_Platform_Features,Customer_Service_Importance,Bank_Service_Exp,Reason_Choose_Other_Bank,Bank_Concerns,Service_Support_Expectations,Likelihood_Open_Elsewhere,Interested_Bank_Service,Experience_Influence_Change,Current_Challenges,ATM_Availability_Importance,Preferred_Communication,Banks_Considering,Likelihood_Bank_Change
8/15/2024 12:16:08,Je suis intéressé(e) par une autre banque,Banque Populaire,Beni Mellal-Khenifra,Bon service client,Très influents,Compte d'épargne,Très important,Influencé,Frais plus bas,Très importante,Navigation facile,Très important,Excellente,Frais plus bas,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Très probable,Comptes d'épargne,Très influencé,Mauvais service client,Très importants,Par téléphone,BMCE Bank of Africa,7
8/15/2024 12:33:58,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Bon service client,Neutre,Compte d'épargne,Très important,Influencé,Frais plus bas,Importante,Haute sécurité,Très important,Neutre,Frais plus bas,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes d'épargne,Influencé,Fonctionnalités limitées de banque en ligne,Importants,En personne,Attijariwafa Bank,5
8/15/2024 13:19:17,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Neutre,Compte courant,Très important,Pas influencé du tout,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Neutre,la sécurité ,Très importants,En personne,Attijariwafa Bank,10
8/15/2024 13:52:50,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Fonctionnalités en ligne,Très influents,Compte entreprise/professionnel,Important,Influencé,Taux d'intérêt compétitifs,Importante,Haute sécurité,Important,Mauvaise,Meilleur service client,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Probable,Comptes d'épargne,Influencé,Mauvais service client,Importants,Application mobile,BMCE Bank of Africa,4
8/15/2024 14:31:18,Je suis intéressé(e) par une autre banque,CFG Bank,Casablanca-Settat,Bon service client,Influents,Compte d'épargne,Important,Neutre,Plus d'options de compte,Très importante,Navigation facile,Très important,Excellente,Meilleur service client,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très improbable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,CIH,0
8/15/2024 14:31:18,Je suis intéressé(e) par une autre banque,CFG Bank,Casablanca-Settat,Bon service client,Influents,Compte d'épargne,Important,Neutre,Plus d'options de compte,Très importante,Navigation facile,Très important,Excellente,Meilleur service client,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Très improbable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,CFG Bank,0
8/15/2024 14:33:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Neutre,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Important,Neutre,Frais plus bas,"Oui, des préoccupations liées aux frais",Excellent service client,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Neutre,Par email,CIH,5
8/15/2024 14:42:03,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Très influents,Compte courant,Très important,Très influencé,Taux d'intérêt compétitifs,Importante,Navigation facile,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Prêts et crédit,Influencé,Mauvais service client,Très importants,En personne,Attijariwafa Bank,3
8/15/2024 15:34:11,Je suis intéressé(e) par une autre banque,CIH,Souss-Massa,Bon service client,Neutre,Compte courant,Important,Pas influencé du tout,Frais plus bas,Très importante,Navigation facile,Très important,Bonne,Meilleures fonctionnalités de banque en ligne,Aucune préoccupation,Excellent service client,Probable,Comptes courants,Neutre,Emplacements des agences inconvénients,Très importants,Chat en ligne,Umnia bank,7
8/15/2024 15:45:11,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Fonctionnalités en ligne,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Gestion complète du compte,Très important,Très mauvaise,Frais plus bas,Aucune préoccupation,Frais et taux compétitifs,Probable,Prêts et crédit,Influencé,Frais élevés,Très importants,Chat en ligne,Société Générale,7
8/15/2024 15:45:11,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Fonctionnalités en ligne,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Gestion complète du compte,Très important,Très mauvaise,Frais plus bas,Aucune préoccupation,Frais et taux compétitifs,Probable,Prêts et crédit,Influencé,Frais élevés,Très importants,Chat en ligne,BMCI BNP Paribas,7
8/15/2024 15:45:11,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Fonctionnalités en ligne,Très influents,Compte courant,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Gestion complète du compte,Très important,Très mauvaise,Frais plus bas,Aucune préoccupation,Frais et taux compétitifs,Probable,Prêts et crédit,Influencé,Frais élevés,Très importants,Chat en ligne,CFG Bank,7
8/15/2024 15:46:15,Je suis intéressé(e) par une autre banque,Crédit du Maroc,Fes-Meknes,Bon service client,Très influents,Compte d'épargne,Important,Influencé,Frais plus bas,Importante,Intégration d'application mobile,Très important,Neutre,Frais plus bas,"Oui, des préoccupations liées aux frais",Produits financiers complets,Neutre,Prêts et crédit,Neutre,Fonctionnalités limitées de banque en ligne,Importants,En personne,TBD,6
8/15/2024 15:48:38,Je suis intéressé(e) par une autre banque,CIH,Beni Mellal-Khenifra,Fonctionnalités en ligne,Très influents,Compte d'épargne,Très important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées aux frais",Excellent service client,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Importants,Par téléphone,Crédit du Maroc,10
8/15/2024 19:28:48,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Mauvais service client,Importants,Application mobile,Attijariwafa Bank,7
8/15/2024 19:28:48,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Mauvais service client,Importants,Application mobile,Banque Populaire,7
8/15/2024 19:28:48,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Mauvais service client,Importants,Application mobile,CFG Bank,7
8/15/2024 20:00:15,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Influents,Compte courant,Important,Influencé,Frais plus bas,Importante,Gestion complète du compte,Important,Mauvaise,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes courants,Neutre,Emplacements des agences inconvénients,Très importants,Application mobile,Attijariwafa Bank,7
8/15/2024 21:01:02,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Bon service client,Influents,Compte courant,Très important,Très influencé,Frais plus bas,Importante,Haute sécurité,Important,Bonne,Meilleur service client,"Oui, des préoccupations liées aux frais",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Emplacements des agences inconvénients,Neutre,En personne,Attijariwafa Bank,1
8/15/2024 23:15:57,Je suis intéressé(e) par une autre banque,CIH,Marrakech-Safi-Essaouira,Fonctionnalités en ligne,Neutre,Compte entreprise/professionnel,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Important,Bonne,Meilleures fonctionnalités de banque en ligne,Aucune préoccupation,Frais et taux compétitifs,Probable,Comptes d'épargne,Peu influencé,Mauvais service client,Importants,Application mobile,Société Générale,5
8/15/2024 23:15:57,Je suis intéressé(e) par une autre banque,CIH,Marrakech-Safi-Essaouira,Fonctionnalités en ligne,Neutre,Compte entreprise/professionnel,Très important,Influencé,Frais plus bas,Très importante,Intégration d'application mobile,Important,Bonne,Meilleures fonctionnalités de banque en ligne,Aucune préoccupation,Frais et taux compétitifs,Probable,Comptes d'épargne,Peu influencé,Mauvais service client,Importants,Application mobile,CIH,5
8/16/2024 13:50:58,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Souss-Massa,Bon service client,Très influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Navigation facile,Très important,Neutre,Emplacements plus pratiques,"Oui, des préoccupations liées aux frais",Frais et taux compétitifs,Probable,Comptes courants,Influencé,Emplacements des agences inconvénients,Très importants,Par téléphone,Banque Populaire,7
8/17/2024 0:10:50,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Bon service client,Peu influents,Compte entreprise/professionnel,Important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Très probable,Comptes courants,Très influencé,Mauvais service client,Importants,Application mobile,Attijariwafa Bank,8
8/17/2024 0:10:50,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Bon service client,Peu influents,Compte entreprise/professionnel,Important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Très probable,Comptes courants,Très influencé,Mauvais service client,Importants,Par téléphone,BMCE Bank of Africa,8
8/17/2024 0:10:50,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Bon service client,Peu influents,Compte entreprise/professionnel,Important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Très probable,Comptes courants,Très influencé,Mauvais service client,Importants,Par téléphone,BMCI BNP Paribas,8
8/17/2024 0:10:50,Je suis intéressé(e) par une autre banque,Banque Populaire,Casablanca-Settat,Bon service client,Peu influents,Compte entreprise/professionnel,Important,Influencé,Taux d'intérêt compétitifs,Très importante,Haute sécurité,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Très probable,Comptes courants,Très influencé,Mauvais service client,Importants,Par téléphone,Crédit du Maroc,8
8/17/2024 12:48:34,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Frais bas,Influents,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations liées aux frais",Excellent service client,Neutre,Comptes courants,Peu influencé,Pas d inconvenient jusqu’à maintenant ,Très importants,En personne,BMCE Bank of Africa,3
8/17/2024 14:04:21,Je suis intéressé(e) par une autre banque,CIH,Souss-Massa,Bon service client,Influents,Compte entreprise/professionnel,Important,Très influencé,Frais plus bas,Très importante,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,Aucune préoccupation,Banque en ligne conviviale,Probable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Application mobile,Attijariwafa Bank,7
8/17/2024 14:04:21,Je suis intéressé(e) par une autre banque,CIH,Souss-Massa,Bon service client,Influents,Compte entreprise/professionnel,Important,Très influencé,Frais plus bas,Très importante,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,Aucune préoccupation,Banque en ligne conviviale,Probable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Application mobile,Banque Populaire,7
8/18/2024 13:40:35,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Bon service client,Influents,Compte courant,Important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes courants,Neutre,Frais élevés,Importants,Application mobile,Banque Populaire,6
8/18/2024 13:40:35,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Bon service client,Influents,Compte courant,Important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes courants,Neutre,Frais élevés,Importants,Application mobile,Société Générale,6
8/19/2024 11:49:07,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Marrakech-Safi-Essaouira,Bon service client,Influents,Compte courant,Important,Très influencé,Frais plus bas,Neutre,Intégration d'application mobile,Important,Neutre,Frais plus bas,"Oui, des préoccupations liées aux frais",Excellent service client,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Très importants,En personne,Banque Populaire,6
8/19/2024 16:18:41,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Rabat-Salé-Kenitra,Options de compte,Très influents,Compte d'épargne,Important,Très influencé,Plus d'options de compte,Très importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Très influencé,Emplacements des agences inconvénients,Très importants,Par téléphone,CIH,7
8/22/2024 15:58:51,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Bon service client,Influents,Compte courant,Important,Peu influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Mauvaise,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Peu probable,Banque d'affaires,Peu influencé,Frais élevés,Importants,Application mobile,Attijariwafa Bank,0
8/22/2024 15:58:51,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Casablanca-Settat,Bon service client,Influents,Compte courant,Important,Peu influencé,Frais plus bas,Très importante,Intégration d'application mobile,Très important,Mauvaise,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Banque en ligne conviviale,Peu probable,Banque d'affaires,Peu influencé,Frais élevés,Importants,Application mobile,Crédit du Maroc,0
8/25/2024 12:58:51,Je suis intéressé(e) par une autre banque,Banque Populaire,Oriental,Frais bas,Très influents,Compte courant,Important,Très influencé,Meilleures récompenses ou incitations,Très importante,Haute sécurité,Très important,Bonne,Emplacements plus pratiques,"Oui, des préoccupations liées aux frais",Banque en ligne conviviale,Très probable,Comptes courants,Très influencé,Frais élevés,Très importants,Chat en ligne,CIH,6
9/2/2024 16:56:20,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Peu influents,Compte courant,Neutre,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Probable,Comptes courants,Neutre,Fonctionnalités limitées de banque en ligne,Très importants,Chat en ligne,CFG Bank,8
9/2/2024 17:02:44,Je suis intéressé(e) par une autre banque,Banque Populaire,Oriental,Bon service client,Neutre,Compte courant,Très important,Influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Neutre,Meilleur service client,Aucune préoccupation,Frais et taux compétitifs,Neutre,Comptes courants,Neutre,Frais élevés,Très importants,Par email,CIH,4
9/2/2024 17:04:42,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Tanger-Tetouan-Al Hoceima,Bon service client,Influents,Compte d'épargne,Important,Pas influencé du tout,Plus d'options de compte,Importante,Haute sécurité,Important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes d'épargne,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,Banque Populaire,6
9/2/2024 17:04:42,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Tanger-Tetouan-Al Hoceima,Bon service client,Influents,Compte d'épargne,Important,Pas influencé du tout,Plus d'options de compte,Importante,Haute sécurité,Important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes d'épargne,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Par téléphone,CFG Bank,6
9/2/2024 17:07:07,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Oriental,Bon service client,Très influents,Compte d'épargne,Très important,Peu influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,Aucune préoccupation,Banque en ligne conviviale,Très probable,Prêts et crédit,Influencé,Fonctionnalités limitées de banque en ligne,Importants,Par téléphone,Banque Populaire,9
9/2/2024 17:07:07,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Oriental,Bon service client,Très influents,Compte d'épargne,Très important,Peu influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Bonne,Meilleur service client,Aucune préoccupation,Banque en ligne conviviale,Très probable,Prêts et crédit,Influencé,Fonctionnalités limitées de banque en ligne,Importants,Par téléphone,BMCE Bank of Africa,9
9/2/2024 17:07:12,Je suis intéressé(e) par une autre banque,Crédit du Maroc,Casablanca-Settat,Options de compte,Neutre,Compte courant,Important,Peu influencé,Plus d'options de compte,Très importante,Haute sécurité,Important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Produits financiers complets,Probable,Comptes courants,Influencé,Fonctionnalités limitées de banque en ligne,Importants,Par téléphone,Pas encore décidé ,8
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,Attijariwafa Bank,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,Banque Populaire,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,Société Générale,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,BMCE Bank of Africa,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,BMCI BNP Paribas,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,Crédit du Maroc,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,CIH,5
9/2/2024 17:08:58,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,disponibilité au temps du creation,Très influents,Compte d'épargne,Neutre,Neutre,Meilleures récompenses ou incitations,Importante,Gestion complète du compte,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Frais et taux compétitifs,Probable,Comptes d'épargne,Neutre,Mauvais service client,Très importants,Application mobile,CFG Bank,5
